sentence_number,sentence,word,surprisal_score,target_phrase
477,"Sailors have to look out for icebergs, since they could sink their boat.",",",1.841992,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", since,6.8641953,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", they,0.37814748,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", could,3.5545676,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", sink,1.3419715,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", their,1.7132505,context
477,"Sailors have to look out for icebergs, since they could sink their boat.", boat,3.2030823,context
477,"Sailors have to look out for icebergs, since they could sink their boat.",.,1.3061343,context
478,Russian figure skaters lead the field., figure,10.034177,context
478,Russian figure skaters lead the field., sk,1.0911771,context
478,Russian figure skaters lead the field.,aters,2.2646995,context
478,Russian figure skaters lead the field., lead,11.493266,verb
478,Russian figure skaters lead the field., the,1.6052465,context
478,Russian figure skaters lead the field., field,3.2248228,noun
478,Russian figure skaters lead the field.,.,4.1458545,context
479,It is my turn to lead the trip., is,1.7460206,context
479,It is my turn to lead the trip., my,4.6629233,context
479,It is my turn to lead the trip., turn,4.2614436,context
479,It is my turn to lead the trip., to,0.8851356,preverb
479,It is my turn to lead the trip., lead,4.648773,verb
479,It is my turn to lead the trip., the,1.1179383,context
479,It is my turn to lead the trip., trip,7.383779,noun
479,It is my turn to lead the trip.,.,1.7087398,context
480,"When I have a house, I hope to have a field.",When,7.730529,context
480,"When I have a house, I hope to have a field.", I,1.598341,context
480,"When I have a house, I hope to have a field.", have,4.8580723,context
480,"When I have a house, I hope to have a field.", a,1.5258994,context
480,"When I have a house, I hope to have a field.", house,5.865194,context
480,"When I have a house, I hope to have a field.",",",1.3457936,context
480,"When I have a house, I hope to have a field.", I,0.40442604,context
480,"When I have a house, I hope to have a field.", hope,4.888214,context
480,"When I have a house, I hope to have a field.", to,1.1540073,preverb
480,"When I have a house, I hope to have a field.", have,0.68710244,verb
480,"When I have a house, I hope to have a field.", a,0.34674805,context
480,"When I have a house, I hope to have a field.", field,8.7529545,noun
480,"When I have a house, I hope to have a field.",.,3.9939466,context
481,Her comments about political corruption clearly struck a chord., comments,9.562038,context
481,Her comments about political corruption clearly struck a chord., about,3.802898,context
481,Her comments about political corruption clearly struck a chord., political,8.179092,context
481,Her comments about political corruption clearly struck a chord., corruption,4.4939866,preverb
481,Her comments about political corruption clearly struck a chord., clearly,7.457821,verb
481,Her comments about political corruption clearly struck a chord., struck,2.3389068,context
481,Her comments about political corruption clearly struck a chord., a,0.042044867,noun
481,Her comments about political corruption clearly struck a chord., chord,1.865473,context
481,Her comments about political corruption clearly struck a chord.,.,2.174414,context
482,The car struck the tree., car,7.1121783,preverb
482,The car struck the tree., struck,7.1068025,verb
482,The car struck the tree., the,1.000958,context
482,The car struck the tree., tree,2.9926276,noun
482,The car struck the tree.,.,3.2192476,context
483,The harpist played a chord., har,10.915866,context
483,The harpist played a chord.,p,0.9853661,context
483,The harpist played a chord.,ist,3.371977,context
483,The harpist played a chord., played,4.204375,verb
483,The harpist played a chord., a,1.7944391,context
483,The harpist played a chord., chord,6.642451,noun
483,The harpist played a chord.,.,1.8428534,context
484,You'll be given free rein to run the show.,'ll,3.1008642,context
484,You'll be given free rein to run the show., be,2.0378273,context
484,You'll be given free rein to run the show., given,5.7879,context
484,You'll be given free rein to run the show., free,8.103733,context
484,You'll be given free rein to run the show., rein,2.0047193,context
484,You'll be given free rein to run the show., to,0.48729417,preverb
484,You'll be given free rein to run the show., run,5.5353374,verb
484,You'll be given free rein to run the show., the,0.88878536,context
484,You'll be given free rein to run the show., show,2.6025543,noun
484,You'll be given free rein to run the show.,.,2.3691766,context
485,The nurse ran the tap., nurse,10.051882,preverb
485,The nurse ran the tap., ran,6.757374,verb
485,The nurse ran the tap., the,3.2787056,context
485,The nurse ran the tap., tap,6.329887,noun
485,The nurse ran the tap.,.,2.1528752,context
486,Everybody loves this show., loves,5.0824485,verb
486,Everybody loves this show., this,4.8411713,context
486,Everybody loves this show., show,4.9220824,noun
486,Everybody loves this show.,.,1.4632884,context
487,The CEO worries that his associates might spill the beans to the investors., CEO,9.856039,context
487,The CEO worries that his associates might spill the beans to the investors., worries,10.714856,context
487,The CEO worries that his associates might spill the beans to the investors., that,0.74046516,context
487,The CEO worries that his associates might spill the beans to the investors., his,2.5228827,context
487,The CEO worries that his associates might spill the beans to the investors., associates,8.002337,context
487,The CEO worries that his associates might spill the beans to the investors., might,2.563517,preverb
487,The CEO worries that his associates might spill the beans to the investors., spill,7.374498,verb
487,The CEO worries that his associates might spill the beans to the investors., the,0.55413467,context
487,The CEO worries that his associates might spill the beans to the investors., beans,0.09251215,noun
487,The CEO worries that his associates might spill the beans to the investors., to,1.8574777,context
487,The CEO worries that his associates might spill the beans to the investors., the,0.8122159,context
487,The CEO worries that his associates might spill the beans to the investors., investors,6.787167,context
487,The CEO worries that his associates might spill the beans to the investors.,.,1.3193944,context
488,I told him to be careful not to spill the beer all over me., told,7.198235,context
488,I told him to be careful not to spill the beer all over me., him,1.9364511,context
488,I told him to be careful not to spill the beer all over me., to,1.9340746,context
